,id,date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,people_fully_vaccinated,hosp,icu,vent,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,elderly_people_protection,government_response_index,stringency_index,containment_health_index,economic_support_index,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,population,iso_alpha_3,iso_alpha_2,iso_numeric,iso_currency,key_local,key_google_mobility,key_apple_mobility,key_jhu_csse,key_nuts,key_gadm
75930,59a13ceb,2020-02-11,13.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75931,59a13ceb,2020-02-12,14.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75932,59a13ceb,2020-02-13,15.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75933,59a13ceb,2020-02-14,15.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75934,59a13ceb,2020-02-15,15.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75935,59a13ceb,2020-02-16,15.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75936,59a13ceb,2020-02-17,25.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75937,59a13ceb,2020-02-18,25.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75938,59a13ceb,2020-02-19,25.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75939,59a13ceb,2020-02-20,27.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75940,59a13ceb,2020-02-21,30.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75941,59a13ceb,2020-02-22,30.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75942,59a13ceb,2020-02-23,30.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75943,59a13ceb,2020-02-24,43.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75944,59a13ceb,2020-02-25,45.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75945,59a13ceb,2020-02-26,60.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75946,59a13ceb,2020-02-27,60.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.33,5.56,9.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75947,59a13ceb,2020-02-28,65.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,10.42,5.56,11.9,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75948,59a13ceb,2020-02-29,70.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,10.42,5.56,11.9,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75949,59a13ceb,2020-03-01,88.0,3.0,,348.0,,,,,,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,11.98,8.33,13.69,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75950,59a13ceb,2020-03-02,104.0,6.0,,863.0,,,,,,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,13.54,11.11,15.48,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75951,59a13ceb,2020-03-03,125.0,10.0,,1480.0,,,,,,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,13.54,11.11,15.48,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75952,59a13ceb,2020-03-04,161.0,12.0,,2369.0,,,,,,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,15.62,11.11,17.86,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75953,59a13ceb,2020-03-05,228.0,12.0,,3572.0,,,,,,,-3.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,20.83,20.37,23.81,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75954,59a13ceb,2020-03-06,311.0,15.0,,5095.0,,,,,,,-3.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,20.83,20.37,23.81,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75955,59a13ceb,2020-03-07,428.0,19.0,,6867.0,,,,,,,-3.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,20.83,20.37,23.81,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75956,59a13ceb,2020-03-08,547.0,22.0,,8505.0,,,,,,,-3.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,20.83,20.37,23.81,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75957,59a13ceb,2020-03-09,748.0,26.0,,10902.0,,,,,,,-3.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,20.83,20.37,23.81,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75958,59a13ceb,2020-03-10,1018.0,31.0,,14382.0,,,,,,,-3.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,-1.0,0.0,1.0,21.61,20.37,24.7,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75959,59a13ceb,2020-03-11,1263.0,37.0,,19214.0,,,,,,,-3.0,0.0,-1.0,-1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,-1.0,0.0,1.0,22.4,21.76,25.6,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75960,59a13ceb,2020-03-12,1668.0,43.0,,28105.0,,,,,,,-3.0,0.0,-2.0,-2.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,-1.0,0.0,1.0,27.08,30.09,30.95,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75961,59a13ceb,2020-03-13,2224.0,50.0,,39833.0,,,,,,,-3.0,0.0,-2.0,-2.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,-1.0,0.0,2.0,29.17,30.09,33.33,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75962,59a13ceb,2020-03-14,2898.0,60.0,,52880.0,,,,,,,-3.0,0.0,-2.0,-2.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,-1.0,0.0,2.0,34.38,35.65,39.29,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75963,59a13ceb,2020-03-15,3600.0,68.0,,67322.0,,,,,,,-3.0,0.0,-2.0,-2.0,0.0,-2.0,1.0,3.0,0.0,3.0,1.0,-1.0,0.0,2.0,37.5,41.2,42.86,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75964,59a13ceb,2020-03-16,4507.0,91.0,,94650.0,,,,,,,-3.0,0.0,-2.0,-2.0,0.0,-2.0,1.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,43.75,52.31,50.0,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75965,59a13ceb,2020-03-17,5906.0,117.0,,134499.0,,,,,,,-3.0,0.0,-2.0,-2.0,-1.0,-2.0,1.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,45.31,55.09,51.79,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75966,59a13ceb,2020-03-18,8350.0,162.0,,184895.0,,,,,,,-3.0,0.0,-2.0,-2.0,-1.0,-2.0,1.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,45.31,55.09,51.79,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75967,59a13ceb,2020-03-19,12393.0,212.0,,245562.0,,,,,,,-3.0,-3.0,-2.0,-2.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,52.08,67.13,59.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75968,59a13ceb,2020-03-20,18012.0,277.0,,321885.0,,,,,,,-3.0,-3.0,-2.0,-2.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,52.08,67.13,59.52,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75969,59a13ceb,2020-03-21,24528.0,360.0,,397690.0,,,,,,,-3.0,-3.0,-2.0,-4.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,55.21,72.69,63.1,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75970,59a13ceb,2020-03-22,33073.0,458.0,,471628.0,,,,,,,-3.0,-3.0,-2.0,-4.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,55.21,72.69,63.1,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75971,59a13ceb,2020-03-23,43505.0,579.0,,551491.0,,,,,,,-3.0,-3.0,-2.0,-4.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,55.21,72.69,63.1,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75972,59a13ceb,2020-03-24,53938.0,785.0,,656096.0,,,,,,,-3.0,-3.0,-2.0,-4.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,55.21,72.69,63.1,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75973,59a13ceb,2020-03-25,68572.0,1054.0,,770807.0,,,,,,,-3.0,-3.0,-2.0,-4.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,55.21,72.69,63.1,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75974,59a13ceb,2020-03-26,85570.0,1353.0,,900092.0,,,,,,,-3.0,-3.0,-2.0,-4.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,55.21,72.69,63.1,0.0,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75975,59a13ceb,2020-03-27,102900.0,1770.0,,1035942.0,,,,,,,-3.0,-3.0,-2.0,-4.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,63.02,72.69,63.1,62.5,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75976,59a13ceb,2020-03-28,123966.0,2300.0,,1157698.0,,,,,,,-3.0,-3.0,-2.0,-4.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,63.02,72.69,63.1,62.5,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75977,59a13ceb,2020-03-29,142486.0,2718.0,,1267961.0,,,,,,,-3.0,-3.0,-2.0,-4.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,63.02,72.69,63.1,62.5,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75978,59a13ceb,2020-03-30,163955.0,3368.0,,1391454.0,,,,,,,-3.0,-3.0,-2.0,-4.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,63.02,72.69,63.1,62.5,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75979,59a13ceb,2020-03-31,188461.0,4304.0,,1533740.0,,,,,,,-3.0,-3.0,-2.0,-4.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,63.02,72.69,63.1,62.5,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75980,59a13ceb,2020-04-01,215391.0,5325.0,,1686877.0,,,,,,,-3.0,-3.0,-2.0,-4.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,63.02,72.69,63.1,62.5,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
75981,59a13ceb,2020-04-02,245108.0,6541.0,,1848672.0,,,,,,,-3.0,-3.0,-2.0,-4.0,-1.0,-2.0,-2.0,3.0,2.0,3.0,1.0,-1.0,0.0,2.0,63.02,72.69,63.1,62.5,1,United States,,,38.0,-97.0,326687501.0,USA,US,840.0,USD,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,US,,USA
